Nombre, Annee
3,1972
4,1972
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,1935
4
4,2006
4,2006
3,2006
4,2006
4,2006
4,2006
4,2006
3,2006
5,2006
0
0
3,1975
3,1975
2,1975
4,1975
2,1975
3,1975
3,1975
3,1975
4,1975
3,1975
2,1975
4,1975
4,1975
4,1975
4,1975
2,1975
2,1975
3,1975
4,1975
4,1975
4,1975
3,1975
3,1975
2,1975
3,1975
4,1975
4,1975
4,1975
3,1975
3,1975
4,1975
4,1975
3,1975
4,1975
3,1975
4,1975
3,1975
2,1975
4,1975
4,1975
3,1975
2,1975
2,1975
3,1975
3,1975
0
0
0
0
0
0
0
4,2009
3,2009
3,2009
3,2009
3,2009
3,2009
4,2009
4,2009
4,2009
4,2009
4,2009
4,2009
3,2009
3,2009
3,2009
3,2009
4,2009
4,2009
4,2009
4,2009
4,2009
3,2009
3,2009
3,2009
3,2009
3,2009
4,2009
4,2009
4,2009
5,2009
5,2009
4,2009
5,2009
5,2009
5,2009
0
0
0
0
0
0
0
0
0
0
0
0
5,1975
5,1975
5,1975
4,1975
5,1975
5,1975
5,1975
6,1975
6,1975
6,1975
5,1975
6,1975
6,1975
5,1975
6,1975
5,1975
5,1975
5,1975
5,1975
6,1975
6,1975
6,1975
6,1975
6,1975
6,1975
6,1975
6,1975
5,1975
6,1975
6,1975
6,1975
6,1975
5,1975
5,1975
6,1975
5,1975
5,1975
6,1975
6,1975
6,1975
5,1975
7,1975
7,1975
6,1975
5,1975
6,1975
5,1975
5,1975
6,1975
6,1975
6,1975
5,1975
0
0
0
0
0
0
5,1977
5,1977
6,1977
5,1977
4,1977
5,1977
5,1977
5,1977
5,1977
6,1977
5,1977
5,1977
5,1977
4,1977
5,1977
5,1977
6,1977
4,1977
4,1977
5,1977
5,1977
5,1977
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
